High,Low,Open,Close,Volume,Adj Close,100Mov,Daily change,Percentage
52.08208084106445,48.02802658081055,50.050048828125,50.220218658447266,44659000.0,50.220218658447266,50.220218658447266,,
54.5945930480957,50.30030059814453,50.55555725097656,54.20920944213867,22834300.0,54.20920944213867,52.21471405029297,3.9889907836914062,0.07942997641688754
56.79679489135742,54.5795783996582,55.4304313659668,54.75475311279297,18256100.0,54.75475311279297,53.06139373779297,0.5455436706542969,0.0100636713995359
55.85585403442383,51.83683776855469,55.67567443847656,52.48748779296875,15247300.0,52.48748779296875,52.917917251586914,-2.2672653198242188,-0.041407643920039705
54.054054260253906,51.99199295043945,52.53253173828125,53.05305480957031,9188600.0,53.05305480957031,52.94494476318359,0.5655670166015625,0.010775273124756568
54.029029846191406,52.382381439208984,52.52752685546875,54.009010314941406,7094800.0,54.009010314941406,53.1222890218099,0.9559555053710938,0.018018858834847773
54.36436462402344,52.89789962768555,54.104103088378906,53.12812805175781,6211700.0,53.12812805175781,53.12312316894531,-0.8808822631835938,-0.016309913069077253
52.79779815673828,51.05605697631836,52.692691802978516,51.05605697631836,5196700.0,51.05605697631836,52.86473989486694,-2.072071075439453,-0.03900139439170203
51.90690612792969,51.13113021850586,51.201202392578125,51.236236572265625,4917800.0,51.236236572265625,52.683795081244575,0.18017959594726562,0.003529054271285359
51.536537170410156,49.884883880615234,51.40140151977539,50.175174713134766,9138200.0,50.175174713134766,52.4329330444336,-1.0610618591308594,-0.020709207586593448
51.236236572265625,49.5195198059082,49.64464569091797,50.80580520629883,15118600.0,50.80580520629883,52.28501233187589,0.6306304931640625,0.012568575929621462
50.920921325683594,49.70970916748047,50.5255241394043,50.0550537109375,5152400.0,50.0550537109375,52.09918244679769,-0.7507514953613281,-0.014776884104343524
51.05105209350586,49.854854583740234,50.55555725097656,50.84083938598633,5847500.0,50.84083938598633,52.002386826735275,0.7857856750488281,0.01569842836622759
51.566566467285156,50.30030059814453,50.4204216003418,51.201202392578125,4985600.0,51.201202392578125,51.94515936715262,0.3603630065917969,0.007088061702835047
51.40640640258789,50.55055236816406,51.316314697265625,51.206207275390625,4061700.0,51.206207275390625,51.895895894368486,0.0050048828125,9.774932186412677e-05
53.33333206176758,50.70069885253906,50.85084915161133,52.717716217041016,8698800.0,52.717716217041016,51.94725966453552,1.5115089416503906,0.029518080367120003
54.25925827026367,53.28328323364258,53.368370056152344,53.803802490234375,7844100.0,53.803802490234375,52.056468066047216,1.0860862731933594,0.020601921917897448
56.05605697631836,53.448448181152344,53.778778076171875,55.80080032348633,10828900.0,55.80080032348633,52.26448652479384,1.9969978332519531,0.037116295518600406
57.17217254638672,55.155155181884766,55.33533477783203,56.05605697631836,10713000.0,56.05605697631836,52.46404286434776,0.25525665283203125,0.0045744263765441495
57.95795822143555,55.880882263183594,56.226226806640625,57.04204177856445,9266300.0,57.04204177856445,52.6929428100586,0.9859848022460938,0.017589264308451646
58.803802490234375,56.83183288574219,57.267269134521484,58.803802490234375,9472500.0,58.803802490234375,52.9839361281622,1.7617607116699219,0.030885302432003048
60.860862731933594,58.443443298339844,58.53353500366211,59.73973846435547,10628700.0,59.73973846435547,53.291018052534625,0.9359359741210938,0.015916249196240795
60.27027130126953,58.813812255859375,59.9649658203125,58.97897720336914,7228700.0,58.97897720336914,53.53832062431004,-0.7607612609863281,-0.01273459309568703
59.894893646240234,58.463462829589844,58.758758544921875,59.24924850463867,7581200.0,59.24924850463867,53.776275952657066,0.27027130126953125,0.004582502343802863
61.37637710571289,58.56856918334961,59.4794807434082,60.4704704284668,8535600.0,60.4704704284668,54.044043731689456,1.221221923828125,0.020611601913103073
62.11211395263672,59.93994140625,60.5305290222168,59.9749755859375,9123400.0,59.9749755859375,54.27215649531438,-0.4954948425292969,-0.00819399682222477
60.5004997253418,58.95895767211914,59.839839935302734,59.18918991088867,7066100.0,59.18918991088867,54.454268844039355,-0.7857856750488281,-0.013101892370475099
63.763763427734375,60.165164947509766,60.71071243286133,63.493492126464844,16929000.0,63.493492126464844,54.77709824698312,4.304302215576172,0.07272108677372402
67.57757568359375,63.17817687988281,63.413414001464844,65.60560607910156,30516400.0,65.60560607910156,55.15049506878031,2.1121139526367188,0.0332650462574946
66.21621704101562,64.56456756591797,65.0150146484375,64.8648681640625,13758000.0,64.8648681640625,55.474307505289715,-0.7407379150390625,-0.011290771617077144
67.18718719482422,64.51451110839844,65.46546173095703,66.35635375976562,15124800.0,66.35635375976562,55.8253412554341,1.491485595703125,0.02299373509756797
68.50350189208984,67.08208465576172,67.69269561767578,67.59759521484375,13022700.0,67.59759521484375,56.19322419166565,1.241241455078125,0.018705691086823073
69.33433532714844,66.18618774414062,67.39739990234375,69.25425720214844,14973200.0,69.25425720214844,56.58901307077119,1.6566619873046875,0.02450770596260643
69.29429626464844,68.06806945800781,68.84384155273438,68.60861206054688,13381400.0,68.60861206054688,56.94253068811753,-0.6456451416015625,-0.00932282241822291
70.010009765625,68.34334564208984,68.52852630615234,69.49449157714844,14115000.0,69.49449157714844,57.30115814208985,0.8858795166015625,0.012912074592323464
69.909912109375,68.57857513427734,69.42942810058594,68.9339370727539,11069500.0,68.9339370727539,57.62429089016385,-0.5605545043945312,-0.008066171745025885
69.49949645996094,66.99198913574219,68.56856536865234,67.69770050048828,10472100.0,67.69770050048828,57.8965452039564,-1.236236572265625,-0.017933642335862587
68.87387084960938,66.76676940917969,67.28728485107422,68.76876831054688,11665500.0,68.76876831054688,58.18265633834036,1.0710678100585938,0.0158213322186751
